English	Yoruba
Because they can't profile humans.	nitori wón o le salaye awon eniyan.
President also received a condolence letter from minister of Niger Delta, Usani Uguru Usani, the businessman from Kano, Alhaji Sabiu Bako and the head of civil service.	Bakan naa, aare tun gba lẹ́tà òhun lati òkan lara awon minisita ipinlè Niger Delta, Usani Uguru Usani, onimò aje lati Kano, Alhaji Sabiu Bako ati alaboojuto isé ologun.
But was that truly a home?	Sugbón se ile nla niyen?
"And it is not about left or right or ""Leave"" or ""Remain"" or Trump or not."	"Ko si òkan tabi òkan tabi òkan tabi òkan tabi ""Gbalejo"" tabi ""Gbalejo"" tabi Trump tabi o."
Gyumi is the founder and executive director of Msichana Initiative (Young Woman Initiative), a Tanzanian nongovernmental organization that empowers girls through education.	Gyumi jé oludari ati alaga ileesé Msichana Initiative (Young Obinrin Initiative), ileesé to n boju to awon omo orilè-ede Tanzania lorilè-ede Tanzania to n boju to awon omo obinrin nipa èkó.
As his cultural integration work progressed, however, he wanted to achieve more.	Bi o se n tèsiwaju, o fé ki awon nnkan to pò si i.
"One boasts only about things proper to boast about; whoever heard of the boast, ""By this time yesterday I had given my parent-in-law the beating of his life.""?"	"A n sòrò nipa awon nnkan ti a n sòrò; eni ti o gbó ohun ti a sòrò, ""Ni akoko yii, mo ti fun oko mi lówó.""?"
Using the hashtag #SayNoToSocialMediaBill, Nigerian netizens took to Twitter to express their collective indignation:	Nipasè hashtag #SayNoToSocialMedia Bill, awon eeyan orilè-ede Naijiria lo si Twitter lati so ohun ti wón n koju won.
A house does not burn and fill the eyes with sleep.	Ile ki i sun, ki i sun.
By October 2016, 21 girls were reunited with their families. And by May 2017, Boko Haram militants released 82 girls from captivity.	Ni October 2016, awon omobinrin mókandinlogun (21) lo pada silè pèlu awon idile won. Nigba to di May 2017, awon ologun Boko Haram mu awon omobinrin mejidinlógórin(82) kuro ninu ogba èwòn.
"""I will get my money's worth out of these trousers""; the grown man only winds up exposing his bare buttocks to the world."	"""Mo maa gba owo mi jade ninu èwòn wònyi""; omode n gbe èwòn rè si aye."
Yes, go on! Are you tired?	Béè ni, e gbara! Se o n sunkun?
In the limit, everything depends upon it.	Nigba ti nnkan ba le koko, gbogbo nnkan la n gbékè le.
And now you're really in trouble.	Ni bayii, o ti wa ninu isoro gan-an.
In the wake of the International Year of Indigenous Languages in 2019 and the International Decade of Indigenous Languages 2022-2032, many Africans have started to take a wide range of actions to advance African languages.	Lódun 2019 ati odun Agbaye of Indigenous Languages lódun 2022 si 2032, òpò eeyan lókunrin lobinrin ti bèrè si i lo òpò ohun lati ran awon eeyan lówó lati gbe ede awon eeyan lówó.
But I think the questions are very present in the minds of many people in Europe right now, the first, of course, is about numbers.	Sugbón mo ro pe awon ibeere naa wa ninu okan òpò eeyan ni ilè Yuroopu bayii, ibeere akókó ni nipa iye awon eeyan.
Nevertheless, the shift from writing in Latin to the new system will be a major challenge.	Sibè, isoro nla ni lati kó ede Latin si èro tuntun yii.
Omarah told guests at the event that the funds, which would build on what the bank was already doing, would be accessible as lines of credit to banks, direct financing to operators and as guarantees.	Omarah so fun awon to wa nibi apero naa pe awon owo naa, ti wón maa gbe lori ohun ti ile-isé naa ti n se, yoo wa gégé bi òkan-o-jòkan fun awon ile-isé ati gégé bi idaniloju.
Now the end of that mystery was in sight.	Ni bayii, òpòlopò òrò yii wa loju.
Ronaldo promised to end Juventus's European barren run.	Ronaldo ni lati pari ifesèwonsè olórèéjòré Juventus ninu idije European.
#NAME?	#NAME?
Madam, na me o... Na me de greet you so, madam.	Maami, mi o... Mo n pe e lówó, maami.
If the fire gets at the stew, the stew will burst into speech.	Bi ina ba de eegun, eegun a sòrò.
It's a devastating disease that takes an enormous emotional toll.	Aisan to lagbara ni n gba èmi okan.
Of the 14, 6 were detected on a vessel, 3 are returning travellers & 2 are close contacts of confirmed cases pic.twitter.com/Pe6owiXBKB - NCDC (@NCDCgov) March 26, 2020	Ni March 26, 2020, awon mérindinlaaadófa (14) lo wa lori okò okò kan, awon méta lo n rinrin, awon meji lo si n ranti awon ejó ti wón fi kan won. pic.twitter.com/Pe6owiXBKB - NCDC (@NCDCgov
[This talk contains mature content]	[Asòrò yii wa ninu awon ohun ti o daadaa]
And I documented as my hair texture slowly began to change.	Mo si n salaye bi irun mi se bèrè si i.
"Makinde noted, ""This is because Baba, for those who know him or has seen him in recent time, did not show any sign of slowing down; he continued to lead intelligent and history-laden conversations, offered golden advice on governance and leadership and remained a great pillar of experience in politics and law."""	"Makinde so pe, ""Èyin niyen nitori Baba, fun awon ti o mo oun tabi ti ti ri i rè lénu isèlè yii, ko fi idaniloju kankan han; o n sòrò òrò òrò-òrò-òrò nipa ijoba ati ijoba,"
One of these plants is a spiky plant called sisal -- you may know this here as jute.	Òkan lara awon igi yii ni igi ti a n pe sisal -- o le mo eyi nibè.
The governor expressed regrets that past measures adopted by him to curtail the virus were being brazenly ignored.	Gomina naa fikun un pe awon ohun ti wón se lati mu arun naa kuro ninu èwòn ni wón n tè le e.
Labake remembered Adio mediating on two occassions in their quarrel over Josephine and Caroline.	Labake ranti bi Adio se n sòrò lori òrò meji ti wón n sòrò lori Josephine ati Caroline.
But banks quickly discovered that it also was cheaper to open new branches, and the number of bank branches increased by about 40 percent in the same time period.	Sugbón awon ile-isé ijoba tun ri i pe o san owo lati kó awon èka ófiisi tuntun silè, iye awon èka ófiisi naa si pò si i ninu akoko kan naa.
Mr. Akpata was represented by Mr. Hamza Ahmed at the event.	Ògbéni Akpata wa soju Ògbéni Hamza Ahmed nibi apero naa.
"Responsible persons will be removed from the question preparation processes. """	"Awon eniyan to n boju to ibeere ni wón maa da silè ninu isé ibeere naa. """
This is why, when I was 22, I founded the nonprofit RETI.	Idi niyen, nigba ti mo wa odun mejidinlogun (22), mo da èka ófiisi RETI.
But it is feasible.	Sugbón o se kedere.
It seemed like a repeat of 2015 but now with different protagonists.	O se kedere bii ti odun 2015, sugbón ti a wa pèlu òpò awon akòroyin.
BG: I would like your comment on something that was in newspapers this morning.	BG: Mo fé ki o sòrò nipa nnkan ti o wa ninu awon iwe iroyin lójó yii.
"""Through the NGF Secretariat, a protocol for the movement of essential services will be developed and shared with all state governments."	"""Nipasè Igbimò Oludari NGF, ile igbimò asofin yoo gbe awon ohun ti wón nilo fun gbogbo ijoba ipinlè naa."
Take a chair	Ka adie
Yes, ATMs could do certain cash-handling tasks faster and better than tellers, but that didn't make tellers superfluous.	Béè ni, awon èka ófiisi o le se awon isé ti wón n sisé lori owó, sugbón iyen o jé ki wón sisé lori òpòlopò.
Arkwright, who spent over three years in Nigeria, said he visited 30 of the 36 states, and found the people quite enterprising and engaging, adding that the British government would be glad to offer a helping hand as required in any part of the country.	Arkwright to lo odun méta ni orilè-ede Naijiria, o so pe o sòrò òtòòtò lawon ipinlè mérindinlogoji[36], o si ri i pe ijoba orilè-ede Gèési maa ran awon eeyan lówó bi wón se n sisé
Why doesn't this make our labor redundant and our skills obsolete?	Ki ni eyi ti o mu ki awon isé wa pò, awon ohun-elo wa o si tèsiwaju?
But people desire these things, and they're willing to work hard for them.	Sugbón awon eeyan fé nnkan wònyi, wón si fé sisé takuntakun fun won.
To honor the importance and unique value of radio, the United Nations Educational, Scientific and Cultural Organization (UNESCO) has declared February 13 World Radio Day.	Ajo To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka
And she couldn't believe her eyes.	O o gbó oju rè.
You can keep this tool on your desktop or integrate it into your web browser.	O le fi irinsé yii si èro-alatagba re tabi kó o si èro-alatagba re.
Military troops of Operation Hadarin Daji have killed no fewer than 21 armed bandits in an encounter at Zurmi in Zurmi Local Government Area of Zamfara.	Awon ogun olópaa Operation Hadarin Daji ti pa awon arakunrin mókandinlogun (21) ni agbegbe Zurmi ni agbegbe Zamfara.
And we have spent a lot of money.	A si ti san òpòlopò owo.
Adio was then a law student and Alamu an accountancy student.	Adio jé akónimòógba ile ejó ati Alamu ni akónimòógba èkó.
The difference between these two countries is not their wealth and it's not their technology.	Iyò to wa laaarin orilè-ede meji yii o ni owo won, o si ni èro-ayarabiasa won.
According to sources, CAF is ready to rule in favor of Egypt's bid to host the 2019 AFCON.	Gégé bi awon oniroyin se so, CAF ti setan lati kopa ninu idije bóòlu afesègba ti yoo waye lódun 2019.
"And so their idea was, ""They are coming to my village."	"Nitori naa, ero won ni pe, ""Wón n bò si ilu mi."
But what about the no-brainer things?	Sugbón ki ni nipa awon nnkan ti o loju?
HTTPS stops censors from reading your web traffic, so they cannot tell what keywords are being sent, or which individual web page you are visiting.	HTTPS o jé ki awon alase ka oju-ewe re, ki wón le so ohun ti wón n fi ransé si i, tabi oju-ewe ti o n bò.
The meeting afforded the Nigerian leader an opportunity to interact with Nigerians living in Poland, which was the President's first official engagement, ahead of the Conference of the Parties (COP24) of the UN Framework Convention on Climate Change (UNFCCC), taking place from December 2-4.	Ipade naa fun aare orilè-ede Naijiria ni anfaani lati sòrò pèlu awon omo orilè-ede Naijiria to n gbe ni Poland, eyi ti o jé òkan lara awon to n gbe ni Poland, o si jé òkan lara awon to n
The best way to appreciate the enormous contributions of the Nigerian workers is to always consider their welfare as of utmost importance.	Ohun to daa ju lati mo awon ohun ti awon osisé orilè ede Naijiria n se ni pe ki wón mo ire won gégé bi ohun to se pataki ju.
On February 12, secondary school pupils, students of mass communication, ace broadcasters and key personnel from the media industry as well as everyday radio fans converged on the Lekki Coliseum in Lagos for a symposium to talk about the importance of radio for development.	Ni February 12, awon akékòó ile-èkó, awon akékòó awon akékòó, awon akékòó ninu èro-alatagba, awon onimò-ayarabiasa ati awon osisé lori èro-alatagba lati ilu Eko lati sòrò nipa ipa
Tukumbo Adesonya emerged winner of the men's 2nd NUJ inter chapel Table Tennis Tournament, he represented News Agency of Nigeria beating defending champion from the ministry of information, Henry Onosanya, Sangotola Tobi was one of the three people that represented Voice of Nigeria but was unlucky as he was eliminated in the quarter final.	Akónimòógba ikò agbabóòlu òhun, Tukumbo Adesonya gba ami-ayo keji ninu ifigagbaga òhun, o salaye fun ile-isé iwadii lorilè-ede Naijiiria, o si kopa ninu ifigagbaga òhun, Henry Onosanya, Sang
Federal government of Nigeria has planned to charge the customer of the airline that conveyed the lovers to Russia but failed to take them back to Nigeria, which make the people to become wanderer after the football cup competition in Russia.	Ijoba orilè ede Naijiria ti pinnu lati ran awon ololufé okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò okò 
So with friends and partners, we are building a beautiful university in the rural north of Rwanda.	Nitori naa pèlu awon òré ati awon ara wa, a n kó ile-èkó to dara ni agbegbe ariwa orilè-ede Ruwanda.
And so we used to take our old Ford Cortina Estate, and with my sister, we'd pile in the back, take our tents and go camping in the different game reserves in Southern Africa.	Nitori naa, a maa n gba ile wa ti a ti n pe ni Ford Cortina, a ati arabinrin mi, a n gbe awon agó wa, a si n gbe ninu awon ibi ti a ti n gbe lorilè-ede Southern Africa.
How I wish we had fixed all those when we had money.	Bi mo se fé ki gbogbo awon nnkan yii selè nigba ti a ni owo.
Of those, 90 percent will succumb to the disease due to metastases.	Lara awon ti wón n so nipa arun naa, ida ogórun-un (100) ninu won o ni sisé nipa arun naa.
I don't.	Mi o se béè.
"""""It is, therefore, our collective duty to ensure these potentials are fully harnessed by providing the right policy support,"""" the President said."	"Aare tun so pe: ""Ni bayii, o jé ohun ti a n se lati ri i pe awon ohun ti wón nilo lorilè-ede Naijiria n tèsiwaju."
In a March 13 interview with the official Syrian News Channel, Minister of Health Nizar Al-Yaziji insisted on denying the existence of any COVID-19 cases in Syria, saying:	Ninu ifòròwanilénuwo ti o waye ni March 13 pèlu awon akòroyin orilè-ede Siria, Minisita fun eto ilera Nizar Al-Yaziji, so pe:
We will munch our way through our remaining carbon budget for one and a half degrees in a few short years, and the two degree budget in about two decades.	A o maa gbe owó wa lori èka amayederun ti a n gbe jade fun odun diè, a si maa gbe èka amayederun meji si i lódun meji.
"Always in the toilet 'Nothing madam! Here I am madam!"" Zenabu had stood before her, looking at her pleadingly."	Òpò igba ni Zenabu n wo o, o n wo o.
Sounds cool, doesn't it?	O dun mi, o se béè?
Achievements The immediate past President of the College, Professor King-David Yawe highlighted some of the achievements of WACS especially with regards to free medical outreaches to several Nigerian communities.	Aare ile-èkó naa, Òjògbón David Yawe salaye òkan lara awon ohun ti wón se ninu èka ófiisi WACS, paapaa julo nipa awon ohun ti wón se fun awon ara lorilè-ede Naijiria.
That a disease is coming that will cause business men to lock up their shops, that a disease is upcoming that will cause all that travel abroad because of headache or a brief illness refuse to go as usual, that they will sit at home, I'm so sure that all Nigerians will say the priest or the herbalist oracle does not a speak good thing.	O da mi loju pe arun n bò, arun n bò ni yoo mu ki gbogbo awon to n rinrin lorilè-ede Naijiria nitori arun oruko tabi arun ti o n bò, ki wón si gbe nile, o da mi loju pe gbogbo omo ori
There are no clear power relations in the world, no global governance mechanisms that work, which means that we live in a situation where impunity and unpredictability tend to prevail, and that means that more and more people suffer, namely those that are displaced by conflicts.	Ko si òkankan ninu awon agbofinro kari aye, ko si awon igbimò asofin kari aye ti n sisé, eyi to tumò si pe a n gbe ninu ipò ti ipèyarun ati ipèyarun n koju wa, iyen si tumò si pe
"Leicester City of England duo of Kelechi Iheanacho and Wilfred Ndidi, as well as Udinese defender, William Troost-Ekong are expected to lead 13 other players into the Super Eagles"" camp today, officials have confirmed. Watford striker, Isaac Success already arrived Lagos yesterday and is expected to fly straight into Uyo before midday."	Ikò agbabóòlu Leicester City, Kelechi Iheanacho ati Wilfred Ndidi, ti o jé akónimòógba ikò agbabóòlu Udinese, William Troost-Ekong ni a retí pe yoo mu ikò agbabóòlu méta miiran lo si papa isere Super Eagles lójó
The current situation is that when governments like the US -- or, let's say, the collection of governments that make up the European Commission -- every year, they spend 15 billion dollars on just humanitarian and emergency and disaster relief worldwide.	Ohun to n selè bayii ni pe bi awon ijoba bii orilè-ede US -- tabi, bi a se so, awon ijoba ti o wa ninu Ajo To N Ri si Ètó Omoniyan ti Ilè Yuroopu -- lódoodun, wón n san biliònu marun-un owo
Since 2011, Boko Haram, the Islamist jihadist militancy in northeast Nigeria, has created a climate of fear and division as their brutal attacks have led to thousands of deaths and millions of displacements.	Lati odun 2011, ijoba Boko Haram, ti o jé òkan lara awon to n sisé ologun lorilè-ede Naijiria, ti mu ki èru ati òpòlopò eeyan ku.
11 days after the summit elapsed, I received a text from the VFS for collection of my passport.	Léyin ojó mésan-an léyin ipade naa, mo gba iwe kan lati èka ófiisi VFS fun iwifun mi.
The best kind of sidekicks we could have asked for.	Ohun to dara ju ti a le beere fun.
Lightning is no good for roasting yams.	Iji o dara fun igi.
#NAME?	#NAME?
Nigeria has confirmed 91 new cases of the novel coronavirus also known as COVID-19.	Orilè-ede Naijiria ti fèsun kan awon eeyan mésan-an ati mókanlelógórin (90) ti wón n pe ni COVID-19.
Climate change is the biggest problem of our time.	Iji lile ni nnkan to lagbara ju lo lasiko wa yii.
Souljah's tweet went viral with over 1 million likes and 1 million retweets for obvious reasons.	Òrò òrò Souljah jade lori èro ayelujara, o si le ni miliònu kan ati miliònu kan ati miliònu kan ati miliònu kan ati miliònu kan ati miliònu kan ati miliònu kan ati miliònu kan lori èro ayelujara fun
 (Sound of bees buzzing) 	(Oore eeyan n sòrò)
Now these awfully detestable neighbours of theirs had started working on their innocent housemaid.	Ni bayii, awon aladuugbo won ti bèrè si n sisé lori ile won.
And it actually turns out that this feature of life is incredibly difficult to explain and be understood by people who are living outside of it.	O si fi han pe awon nnkan ti wón n gbe yii o nira gan-an lati salaye, ki wón si mo awon eniyan ti wón n gbe ninu rè.
Mama withdrew and allowed Labake to continue raving and raging.	Mama kò, o si jé ki Labake duro n gbe, o si n gbe.
The president of the world court ICC, Justice Eboe-Osuji, and his vice for the court Marc Perrin de Brichambut and Minister for foreign affairs, Geoffrey Onyeama, went to welcome the president at the airport.	Aare ile ejó agbaye ICC, Justice Eboe-Osuji, ati aare ile ejó rè, Marc Perrin de Brichambut ati Minisita fun ijoba orilè-ede òhun, Geoffrey Onyeama, lo gbe aare naa nile ejó.
It's only then that we can breathe properly.	Nigba naa ni a o le gbe ara wa ró.
And after circulating around the world came back in a form that was tremendously lethal.	Léyin ti wón ti n gbe lorilè-ede yii, wón pada pada si orilè-ede yii ninu òna ti o lagbara gan-an.
Was this what they called suffering for the sake of love?	Se eyi ni wón pe ijiya nitori ifé?
As a result, the credibility of online information during the 2019 elections suffered great attrition.	Nitori naa, awon ifòròwanilénuwo lori èro-ibanisòrò lori èro-ibanisòrò ninu idibo 2019 pò gan-an.
""" And before I go to this complicated answer of like, ""Well, where is the table, does it have enough light, is it next to a window?"	""" Ki n to lo si idahun ti o le koko yii, bii, ""O daa, nibi ti tába wa, o ni ina to to, o wa loke?"
"In Assad-controlled Syria, the official narrative is ""no COVID-19 cases"""	"Ni Siria ti ijoba apapò lorilè-ede Siria, awon òrò ti awon alase gbe ni ""ko si ejó COVID-19 kankan"""
They've gone out into the world with their armies, they've taken over territories and resources, and they've extracted enormous profits from many of the countries that immigrants are from.	Wón ti jade si aye pèlu awon olópaa won, wón ti gba awon agbegbe ati awon ohun amulo, wón si ti gba òpòlopò owo lati òpò orilè-ede ti awon asikiri ti wa lati ilè Adulawò.
The outgoing Permanent Secretary urged the staff of the Ministry to remain focused and sustain the legacy he left behind.	Akòwe to n boju to òrò yii ro awon osisé Ile Isé Eto To N Ri si Ètó Omoniyan pe ki wón samulo ohun ti o fi silè.
That should be a pretty uncontentious statement, certainly with this audience.	O ye ki òrò yii jé òrò ti o daa, o daju pe pèlu awon eeyan yii.
The items distributed include; cartons of assorted hand sanitisers, pharmaceutical drugs, personal protection equipment including disposable gowns and overalls.	Awon nnkan ti wón n se ni: awon kaadi awon nnkan ti wón fi n seto awon nnkan amayederun, awon nnkan amayederun, awon nnkan amayederun, awon nnkan amayederun
"""We [have started] to face a very challenging financial moment,"" said Alessia Lombardo, managing director of the DCMA, in an official DCMA video."	"Alessia Lombardo to jé agbenuso ajo DCMA so pe: ""A ti bèrè si n koju isoro to lagbara gan-an."
"The Governor said, ""The news of the death of our father, leader and one of the last men standing among the foremost politicians of the country, Chief Richard Akinjide, came to us as a shock."""	"Gomina tun so pe, ""Iròyi ti baba wa, aare ati òkan lara awon òkan-o-jòkan lara awon olópaa to pò julo lorilè-ede Naijiria, Ògbéni Richard Akinjide, wa si wa gégé bi òkan lara"
14. Several new fully equipped treatment and isolation centres have been operationalised across the country thereby increasing bed capacity to about three thousand.	Awon ile-iwosan tuntun ti wón n se lorilè-ede Naijiria, wón si ti n seto awon ibi ti wón ti n gbe awon eeyan lókunrin ati mókandinlógbòn (14) lorilè-ede Naijiria, eyi si mu ki awon ibi ti wón
"""I Have a Red in My Wipe"" clip."	"""Mo ni pupa ninu aworan mi"""
Zero is the only safe number of cigarettes for a human being.	Òpòlopò eegun ni o lewu fun eeyan.
An investigation has been launched into the content of the relevant question in the Turkish area of the 2020 YKS's TYT [this refers to one portion of the YKS exam] session.	Wón ti sewadii nipa ibeere ti wón beere ni agbegbe Turkey ti wón n pe ni TYT 2020 YKS [iyen n so nipa òkan lara awon ibeere ti wón n pe ni YKS]
Lost in translation: Why Google Translate often gets Yorùbá - and other languages - wrong	Itumò: Idi ti Google fi n tumò ede Yoruba ati awon ede mii - o se béè
"Alamu... Alamu...' Labake continued, ""What happened to your job?"	"Alamu... Alamu... Labake sòrò, ""Ki lo selè si isé re?"
Mama was virtually left alone in the world.	O kere tan, mama nikan ni aye.
2017 witnessed several cases in the state of Rajasthan.	Òpò ejó lo waye ni ipinlè Rajasthan lódun 2017.
Bingo! They got SARS.	Bingo! Wón gba SARS.
Miners Association of Nigeria has been included in the N5billion FG intervention fund to Artisanal and Small-Scale Miners across the country.	Awon agbabóòlu orilè-ede Naijiria ti wa lara awon òkan-o-jòkan-o-jòkan lorilè-ede Naijiria lorilè-ede Naijiria lorilè-ede Naijiria lorilè-ede Naijiria lorilè-ede Naijiria.
I'm not asking for the same to happen in Europe, for all European villages to have more refugees than inhabitants.	Mi o beere pe ki nnkan naa selè ni ilè Yuroopu, ki gbogbo awon ilu to wa ni ilè Yuroopu ni aabo ju awon to n gbe.
Each time she saw her something always told her to run away, or hide.	Gbogbo igba ti o ba ri nnkan kan ni n so fun un pe ki o gbe, tabi ki o gbe.
9. Initial models predicted that Nigeria will record an estimated 2,000 confirmed cases in the first month after the index case.	Awon awose akókó so pe orilè-ede Naijiria yoo ri èsun kan to le ni egbèrun meji ati ogórun-un meji (2,000) ejó ti wón fèsun kan ni osu akókó léyin ti wón gbe ejó naa.
How many masks do you need?	Bawo ni o nilo?
Yes, it was Zenabu, wanting to go, and taking permission from her.	Béè ni, Zenabu n fé lo, o si gba anfaani lati lo.
That was probably why he kept telling her to feel free to take things easy, not to worry, that there was no problem.	Idi niyen ti o fi n so fun un pe ki o rorun lati se awon nnkan lówó, ki i se ki wón ronu pe ko si isoro kankan.
We host workshops and events for communities to learn about energy poverty, and how making even small updates to their homes like better insulation for windows and water heaters can go a long way to maximize efficiency.	A n gbe awon isé ati awon nnkan ti a n se fun awon agbegbe lati kó nipa ijoba ati bi wón se n se awon atunse kekere si ile won, bii awon atunse kekere ti wón n se fun awon oju ile won bi awon
Mohammed said the loan was for three major projects contrary to the hysteria created over it in a section of the media.	Mohammed so pe ile-isé méta lara awon ile-isé ti wón n se lori èro ayelujara ni òkan lara awon akòroyin.
Across the globe, we lack well-tailored laws that would be designed to tackle digital impersonations that invade sexual privacy, that damage reputations and that cause emotional distress.	Kari aye, a o ni awon ofin ti a yoo se lati boju to awon eeyan ti o n sisé lori èro-ayarabiasa, ti o n boju to ibasepò ati ti o n fa awon eeyan lara.
President Buhari extols the late President's love for his family and country, which remains legendary as clearly seen in the way his children have taken up leadership roles and are steadily breeding new generation of great thinkers and leaders.	Aare Buhari foju han ifé ti aare naa fi n se fun idile rè ati orilè-ede rè, eyi ti o se kedere ninu bi awon omo rè se n sisé aare, ti wón si n gbe awon òdó tuntun ati aare
So I tried to find it.	Mo gbiyanju lati ri i.
He won in two categories.	O gba ami-ayo meji.
Labake too used to be a good seamstress and very creative too. She could design garments, even now, to match the latest trends in fashion.	Labake tun jé òkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan-o-jòkan
The last recipient of the Award was Justin Trudeau, the Prime Minister of Canada.	Òkan lara awon to gba ami-èye naa ni Justin Trudeau, aare orilè-ede Kanada.
"""Governor also said as May came into Lagos, it will allow more business and security development."	"""Olórun tun so pe bi May ba wa si ipinlè Eko, o maa fun awon osisé ati aabo lówó."
But on such occasions as this, when this camp was in pandemonium, Esuniyi was a completely different man.	Sugbón ninu awon igba bii eyi, nigba ti agó iséninisèé yii wa ni agó iséninisèé yii, Esuniyi jé òkan lara awon eeyan.
And we can create multiple images of the same mark -- in theory, hundreds of images of the same fingerprint -- for as many of the molecules that we have detected.	A si le da òpòlopò aworan kan naa -- ninu èro, òpòlopò aworan aworan kan naa -- fun òpòlopò awon molecule ti a ti ri.
It is clear that the capacity of the international community to prevent conflicts and to timely solve them, is, unfortunately, much worse than what it was 10 years ago.	O se kedere pe agbegbe agbaye to n boju to isoro ati lati da awon òkan-o-jòkan lara won silè, o ju ti odun mésan-an séyin.
Part of what the Nigeria police force in Oyo state collected from this suspects are two pistols; ammunitions, six motor cycle and some other things like knife; one cutlass	Òkan lara awon nnkan ti awon olópaa orilè ede Naijiria n gbe lówó awon olópaa lorilè ede Naijiria ni Oyo ni èka okò meji; èka okò okò méfa ati awon nnkan mi
Consequently, this will spur further research on the Niger-Congo language.	Tori naa, eyi maa mu ki wón se iwadii si i nipa ede Niger-Congo.
Because 100 years ago, the biggest danger in the South Wales coal mines was gas.	Nitori igba to le ni ogórun-un (100) odun séyin, ewu to lagbara ju lo ni ilu South Wales ni Gas.
Automation creates wealth by allowing us to do more work in less time.	Èro-ayarabiasa n se òpòlopò nipa jé ki a maa se isé to pò si i lasiko ti a ba n sisé.
It would take two years before the Nigerian army rescued one girl, in May 2016.	O maa gba odun meji ki awon ologun orilè-ede Naijiria to gba omobinrin kan, ni May 2016.
--- COVID-19: President Buhari thanks individuals, companies for support	--- COVID-19: Aare Buhari dupé lówó awon eniyan, awon agbofinro fun iranwó.
It's actually generating carbon dioxide.	O n se eegun carbon dioxide.
For instance, no one calls Japan's sushi by any other name - sushi is sushi.	Fun apeere, ko si oruko miiran ti a n pe ni sushi orilè-ede Japan - sushi ni orilè-ede Japan.
Let us breathe, leave us in peace; the fashion is for people to sit on their behinds; were humans in the position of God they would not permit people to breathe.	Ki a mu, ki a wa ninu alaafia; ase ni fun awon eniyan lati wa léyin won; bi eeyan ba wa ni iwaju Olórun, a ki i fun awon eniyan lati mu.
There's a generation at risk of having PTSD, due to the massive amounts of toxic stress.	Òpò eeyan lo ni ewu pe o ni arun PTSD, nitori awon nnkan ti o n selè to pò gan-an.
"And this is always the most asked question I get: ""OK, great, but how many phones can I charge from this, then?"	"Eyi nigba gbogbo ni ibeere ti mo n bi: ""O daa, o daa, sugbón òpò foonu ni mo le gba lówó yii, nigba naa?"
Mrs. May said they have made provision to borrow about seven hundred and fifty million Pound Sterling that Lagos state can benefit from.	Ògbéni May so pe, wón ti seto lati ra nnkan bi ogórun-un méfa ati ogórun-un marun-un miliònu Pound Sterling ti ipinlè Eko le ran an lówó.
And the reason why they say this is because they think that by doing or saying this, they are protecting the security of their countries.	Idi ti wón fi so eyi ni nitori wón ro pe bi wón se se tabi bi wón se yii, wón n daabo bo aabo orilè-ede won.
#NAME?	#NAME?
The professors, my Yodas and my Obi-Wan Kenobis, who brought their expertise into making this work into what it is today.	Awon òjògbón, Yodas ati Obi-Wan Kenobis, ti wón fi òrò won silè lati se isé yii di ohun ti o wa lóna yii.
That's an amazing amount of progress.	Eyi jé òpòlopò idagbasoke.
Deadly police raids in Guinea as President Alpha Condé clings to power	Awon olópaa pa òpòlopò ni Guinea gégé bi aare Alpha Conde se n sisé fun ijoba
More than 30 Ministers of Culture and Tourism from around the world are attending the three-day conference.	O le ni ogórun-un (30) Minisita to n boju to eto ilera ati eto ilera kari aye lo wa sibi ipade òhun.
Well, I know a little bit about what this is like, because when I was a medical student in 1999, I worked in a refugee camp in the Balkans during the Kosovo War.	O daa, mo mò diè nipa ohun ti eyi selè, nitori nigba ti mo wa akékòó nipa èkó dokita lódun 1999, mo sisé ni agó iséninisèé kan ni ilu Balkan nigba Ogun Kosovo.
He rushed inside an inner room in his own Apartment.	O sa kuro ninu ogba èwòn rè.
Buy a shirt and he too would want a pair of trousers.	Ka adie, o ni fé adie adie.
Password managers that auto-fill passwords keep track of which sites those passwords belong to.	Awon alaboojuto òrò-ayarabiasa ti o n fi òrò-ayarabiasa sisé n boju to ibi ti awon òrò-ayarabiasa naa wa.
Honorable Tunde Bramoh also appeal the people in the state to be more patient, in so much that all these happened unexpectedly and it need to be handled with a serious hand.	Tunde Bramoh tun beere fun awon eeyan to wa ni ipinlè naa pe ki wón maa sòó lówó, ki wón si sisé lówó.
You prefer to postpone decisions, because you do not have the capacity to make them.	O fé ki i se ipinnu, nitori o o ni anfaani lati se e.
I felt kind of bad for her, but actually I was not offended.	O dun mi gan-an, amó mi o ba a jé.
Accordingly, the most economically vulnerable in our communities will continue to be uppermost in our plans, and efforts will be made to supply them with basic means of survival.	Ni bayii, awon ti o ba nilo èro aje ni agbegbe wa a maa tèsiwaju ninu isé wa, a si maa seto lati pese awon òna amayederun ti wón nilo fun won.
