English	Yoruba
"To learn how to use Tor on a desktop machine, click here for Linux, here for macOS, or herefor Windows, but please be sure to tap ""Configure"" instead of ""Connect"" in the window displayed above."	"Lati kó bi a se le lo Tor lori èro-ayarabiasa, wo nibi fun Linux, nibi fun MacOS, tabi nibi fun Windows, sugbón jòwó o daju pe ""Configure"" dipo ""Connect"" ninu oju-ewe ti a wo loke."
Figures 4 and 5 show tweets by a PDP sympathizer alleging that Yoruba had set Igbo shops in Lagos on fire.	Awon aworan kerin ati marun-un fi han òrò kan ti òkan lara awon agbejóro PDP fèsun kan pe Yoruba ti gbe awon osisé Igbo niluu Eko silè.
Afghan authorities no longer release detailed figures but U.S. Defense Secretary James Mattis recently confirmed casualties have been running at some 500 a month, a figure many officials in Kabul say understates the real toll.	Awon alase orilè-ede Afirika o tii gbe òrò yii jade, amó akòwe ijoba orilè-ede U.S. James Mattis ti so pe nnkan bi ogórun-un marun-un ati marun-un (500) lara awon to n gbe ni
#NAME?	#name?
But I remember even at that young age that I found the tall electric fences blocking off the game parks quite divisive.	Sugbón mo ranti nigba ti mo wa ni omode yen pe awon apata to lagbara ti wón fi n gbe awon ibi ere-idaraya pò gan-an.
She was sitting in a café with a friend when she first saw it: a two-minute, 20-second video of her engaged in a sex act.	O wa sòrò òré rè kan nigba ti o kókó ri i: fidio kan ti wón fi n wo o ni iséju meji, ogórun-un (20) séyin ti wón fi n sisé ibalopò.
In return, the algae gives the coral the energy it needs to grow, but drastic changes in water temperature can threaten this cooperative relationship.	Yatò siyen, eegun n fun awon eeyan ni agbara ti wón nilo lati gbin, sugbón awon ayipada to n selè ninu omi le ba òkan-o-jòkan jé.
Statements in Figures 1-3 convey strong emotions capable of reopening pent up memories, which in most cases have still not received closure, from both sides of the divide.	Awon òrò to wa ninu Figure 1-3 fi han pe awon nnkan ti wón n ranti nigba ti wón ba ti n ranti awon nnkan ti wón n ranti, ti òpò ninu awon eeyan si ti n tè le e.
In the past year alone, major tobacco-free moves have been made by leading financial organizations in eight different countries.	Ni odun to koja, awon ajo to n ri si òrò orò aje lorilè-ede méjo ti n se igberu ba eto orò aje naa.
Mama cleared her throat.	Mama boju to okan rè.
But today the majority of African-American women who we still look to as leaders, icons and role models, still opt for a straight-hair look.	Sugbón lonii, òpò awon obinrin to wa nilè Adulawò ti a si n wo gégé bi adari ati agbabóòlu, ti a si n wo gégé bi agbabóòlu ati agbabóòlu, si n wo irun to daa.
And I'll get into why we've so far been spared in a moment.	Mo si maa tèsiwaju nipa idi ti a fi fi wa silè laipé kan.
She told Global Voices:	O so fun Awa Elérii Jehofa Agbaye pe:
For the very first time in history, we are tracking the individual data of children from long before they're born -- sometimes from the moment of conception, and then throughout their lives.	Fun igba akókó ninu itan, a n wo òrò awon omo kòòkan lati igba ti wón ti bi won -- nigba miiran lati ojó ti wón ti bi won, a si n gbe igbeaye won.
When will (or how can) Maku avoid the danger of dying? Maku does not know the mysteries of the cult yet he joins in its vows; Maku does not know how to swim and yet he jumps into the river.	Nigba wo ni Maku maa gbogun ewuku? Maku o mo òrò òpòlopò, o dara pò mó è; Maku o mo bi a rin, o rin lo si odo.
"On November 20, the Protection from Internet Falsehoods and Manipulation of other Related Matters Bill 2019, known as the ""social media bill,"" sponsored by Senator Mohammed Sani Musa, sailed through a second reading."	"Ni November 20, igbimò aabo lori èro ayelujara ati lilo awon nnkan mii ti wón n pe ni ""abofin lori èro ayelujara,"" ti aare Mohammed Sani Musa gbe jade lori èro ayelujara."
Scrutiny of supply chains is intensifying, and that cannot continue to escape public attention.	Òpòlopò awon nnkan amayederun n pò si i, iyen o si lee jé ki gbogbo eeyan mò nipa rè.
The way you look shows you are mad.	Oju ti o wo fi han pe o dun.
She stopped writing and closed all of her social media accounts, which is, you know, a tough thing to do when you're a journalist.	O kòwe, o si fi gbogbo isamulo èro-alatagba rè silè, eyi jé, o mò, ohun to le koko lati se nigba ti o ba jé akòroyin.
In experimental feeding in monkeys you can see that it actually downregulates a specific immune system modulator.	Nigba ti o ba n fi awon eranko sewadii, o le ri i pe o n boju to èro-ayarabiasa pataki ti o n boju to.
For example, I was driving in the train through the Westland, the area in the Netherlands with all the greenhouses.	Fun apeere, mo n rin okò oju irin lati ilu Westland, agbegbe to wa ni orilè-ede Netherlands pèlu gbogbo ile igbo.
Under the VAPP Act - an improvement on the provisions of Nigeria's penal code - acts of violence against women are punishable offences.	Laaarin isé VAPP - ti o se atunse si ilana ofin ofin orilè ede Naijiria - awon obinrin ti wón n se iwa òdaran lori èsun iwa iwa òdaran ti orilè ede Naijiria n se lorilè ede Naijiria 
Nicholas Ouma Odhiambo said that the team gave him the opportunity to showcase in the dance competition.	Nicholas Ouma Odhiambo so pe, ikò naa fun un ni anfaani lati kopa ninu idije naa.
"That is what I want."""	"Ohun ti mo fé niyen."""
As a result of the overwhelming support and cooperation received, we were able to achieve a lot during these 14 days of initial lockdown.	Nitori iranlówó ati ifowósowópò ti wón gba, a se òpòlopò nnkan laaarin ojó mérinla (14) yii.
Alamu was just relating all these to her now. Her jaw dropped in disbelief.	Arabinrin Alamu n so gbogbo awon nnkan yii si i bayii, o si n gbogun ninu igbagbó rè.
Once you've opted-in to using 2FA, you'll need to enter your password and a one-time code from your phone to access your account.	Bi o ba ti pinnu lati lo 2FA, o nilo lati lo òrò-ifiwole ati akosilè kan lati èro-ibanisòròo re.
And they've been able to say so because they've compared the two separate images with one taken posthumously from Katie.	Wón si ti le so béè nitori wón ti fi aworan meji to yatò si aworan ti a gbe jade lati Katie.
Statement by Chief of Staff to the President, on his health status:	Òrò ti alaga awon osisé sòrò fun Aare lori ohun to selè si i:
"""We stopped at the Calabar-Itu road, which was a major problem during the raining season, just like the Calabar-Ikom-Ogoja road."	"""A sisé ni okò oju irin to wa ni ilu Calabar-Itu, o si ni isoro to lagbara lasiko ti ojo n sosé, bii ti okò oju irin to wa ni ilu Calabar-Ikom-Ogoja."
They [the opposition activists] have stocked use tires in wholes, we invite young people from the party to get those tires out, prevent them from acting, get those hidden tires, do not attack anyone, do not destroy anything, just defend yourselves.	Wón [awon agbejóro oselu] ti n lo awon èro igbalode, a pe awon òdó lati egbé naa lati gba awon èro igbalode naa, ki wón ma se ohunkohun, ki wón gba awon èro igbalode naa,
Are there downsides to using 2FA?	Njé o ye ki o lo 2FA?
So I think we are faced with a fundamental problem in our society.	Nitori naa mo ro pe a n koju isoro pataki kan ni awujo wa.
International media have not been spared, with BBC and VOA banned in 2019. RSF ranked Burundi 160 of 180 countries for press freedom - down 15 from 2015.	Awon oniroyin lorilè-ede Amérika o tii fi èmi won silè, iyen BBC ati VOA ti fofin de ijoba orilè-ede Burundi, ti wón si ti fofin de ijoba orilè-ede Burundi, ti wón si ti fofin de ijoba orilè-
When you first start the Tor Browser, you can choose an option specifying that you are on a network that is censored:	Nigba ti o ba kókó bèrè èro-ayarabiasa Tor Browser, o le yan òna kan ti o maa n so pe o wa lori ikanni ti o ti a fòrò kan:
By 1950, the Radio Diffusion Service took on a new name - the Nigerian Broadcasting Service (NBS) - and later, the Nigerian Broadcasting Corporation (NBC), with broadcast stations in the different regions of the country. NBC later metamorphosed into the Federal Radio Corporation of Nigeria (FRCN) in 1978.	Ni odun 1950, isé iranwó lori èro igbalode naa lo oruko tuntun - iyen Nigerian Broadcasting Service (NBS) - léyin naa, iyen Nigerian Broadcasting Corporation (NBC), pèlu awon ileesé igbalode lorilè-ede naa.
He said that the NMA had increased its advocacy and would open up discussions with the state government to see what could be done to remedy the embarrassing situation.	O tun so pe igbimò NMA ti pò si i, o si maa sòrò pèlu ijoba ipinlè naa lati ri ohun ti wón le se lati boju to òrò yii.
We have faced equally momentous economic transformations in the past, and we have come through them successfully.	A ti koju awon atunse to pò gan-an ti o ti waye lópò odun séyin, a si ti koju won.
She sprinkled water on the floor and started sweeping it, she sneezed for the umpteenth time, her head rang like a bell.	O gbe omi silè, o bèrè si n gbe e, o gbe fun igba keji, oru è n gbe bii òpòlopò.
Translation Original Quote	Itumò Itunwi-òrò Olórò
Mr Mele Kyari, Group Managing Director of the corporation, gave the assurance while briefing newsmen on Sunday in Abuja.	Ògbéni Mele Kyari, to jé òga agba ajo naa fun awon akòroyin lójó Sunday niluu Abuja.
And I'll be honest: I was a young, naive, Sri Lankan girl, who had no previous research experience.	Mo si maa sootó: Omode ni mi, omobinrin orilè-ede Siri Lanka, o si ni iriri iwadii ti mo ti se télè.
And I'm not just talking about the twisted parting of lines that make our fingerprint unique.	Mi o si n sòrò nipa òkan-o-jòkan oju-ewe ti o mu ki oju-ewe wa yatò.
"""What we have now is a bunch of players that are truly young and with a bright future."	"""Ohun ti a ni bayii jé òpòlopò agbabóòlu ti wón jé òdó, ti wón si ni ojutuu ojó iwaju."
Problems enough to distract his attention - anybody's attention.	Òran to toju è - eni kòòkan ni n wo.
Similarly, employment growth is robust in many low-skill, low-education jobs like food service, cleaning, security, home health aids.	Bakan naa, idagbasoke isé pò si i ninu òpò awon isé ti o ni èkó, awon isé ti o ni èkó, awon isé ti o ni èkó, awon isé ti o ni èkó, awon isé ti o ni èkó
"""The Security Agencies have risen to the challenges posed by this unprecedented situation with gallantry and I commend them."	"""Awon ajo to n ri si aabo ti koju awon isoro ti o selè lorilè-ede yii, mo si dupé lówó won."
That's not decided by the machines.	Awon irinsé naa o pinnu eyi.
I needed help.	Mo nilo iranlówó.
A person who lacks the strength to lift an ant but rushes forward to lift an elephant ends in disgrace.	Eni ti o lagbara mu erin, ti o tèsiwaju mu erin, èru n ba a.
You have yourself warned about the situation and about the consequences of a breakdown of Libya, for example, and yet Europe looked totally unprepared.	O ti kiyesi nipa ohun to selè nilè yii ati nipa ohun to selè nilè Libya fun apeere, sibè ilè Yuroopu o tii móra.
And you broke it.	O si da a silè.
Ealier in the first competiton that came up on Saturday, Arsenal football team wins Burley with three (3) goals to one (1).	Ealier ninu ifesèwonsè akókó ti o waye lójó Aiku (Saturday), ikò agbabóòlu Arsenal fagba han Burley pèlu ami-ayo méta soodo.
An information said that Sala send a internet whatsapp message to a friend his family, that he was scared with the way the airplane is moving in air.	Iwifun kan so pe Sala ransé si òré rè lori èro-ayelujara fun òré rè lori èro-ayelujara, o ni èru ba o nigba ti okò ofurufu ti n gbe lori okò ofurufu.
I have become old and wise, but childish play has not ceased to appeal to me.	Mo ti di òdó ati ologbón, sugbón ere idaraya omo o tii bèrè si i pe mi.
Already, she had negotiated with a mammy wagon driver.	Ni bayii, o ti n sisé pèlu awako okò oju irin.
And it's not as if any of this is a secret, because there's big signs like this everywhere.	Ki i se pe ohunkohun ninu eyi jé òrò, nitori awon asa nla bi eyi nibi gbogbo.
Read more: Nigeria: A failed state - reality or perception?	Ka si i: Orilè ede Naijiria: Ipinlè ti o sisé - ootó tabi èro?
Unprecedented in living memory, majority of Christians have found themselves marking Easter in a subdued manner, away from the usual congregation in churches.	A o ri i pe òpò ninu awon Kristeni lo n sòrò ojó Aje lópòlopò, tori naa òpò ninu won lo n sòrò ojó Aje lawon sóòsi.
For some Twitter users, those measures aren't enough:	Fun awon olusamulo Twitter kan, awon ohun ti wón n se yii ko to:
People keep trying to come up with new designs for electric fences.	Awon eeyan maa n gbiyanju lati wa awon òna tuntun fun igbo irinsé.
The 40-year-old scored 164 goals in 381 appearances over two spells with Chelsea, helping them win the Premier League four times and the Champions League in 2012, as well as four FA Cup triumphs and three League Cup victories.	Omo odun mérinlelógbòn (40) lo gba ami-ayo mérinlelógórin (169) ninu ifesèwonsè meji pèlu Chelsea, o si ran won lówó lati gba ife-èye idije Premier League mérin ati idije Champions League lódun 2012, béè si ni o tun gba
""" If we do not take steps necessary to contain this virus, it has the potential to overwhelm our health infrastructure, cripple our economy and devastate Ekiti in unimaginable proportions."	""" Bi a ko ba se gbogbo ohun ti a nilo lati mu arun yii, o ni anfaani lati fa awon ohun elo ilera wa, o ni anfaani lati mu idagbasoke orò aje wa, o si ba idagbasoke aje Ekiti lópòlopò."
"Hudeyin further lamented that the firm took advantage of ""the lax regulatory environment"" in Nigeria ""to put its own interests first,"" which puts the life of staff as well as the general public at risk."	"Hudeyin tun sòrò pe ile-isé naa lo òna ti ijoba ti n lo lorilè ede Naijiria lati fi ohun ti o wu awon osisé ati gbogbo omo orilè ede Naijiria lówó,"" eyi ti o mu ki igbe aye awon osisé atawon"
The Tanzanian government attempted to repeal this decision, claiming that girls mature earlier and marriage is a form of protection for pregnant young women, and should, therefore, be allowed to marry earlier than 18.	Ijoba orilè-ede Tanzania n gbiyanju lati fowó si ipinnu yii, wón ni awon omobinrin ti wón ti n dagba si i, ti wón si n gbe awon omobinrin ti wón ti n lówó si i, tori naa, wón ni ki w
What use do the people of Ilorin have for Ahmadu? Even goats are so named.	Ilo wo ni awon eeyan ilorin n lo fun Ahmadu? Koda ewe la n so ó.
This in addition to her core course which was modelling, it had not been possible for her to practise her trade here in the country, straight away, because of people's general apathy to it.	Yatò si òna ti o ti n se awose rè, ko se e se fun un lati sowo lorilè-ede yii ni orilè-ede naa, nigba ti awon eeyan o ba a sòrò nipa rè.
Egypt, the land of Pyramids is the likely host for the 2019 Africa Cup of Nations, CAF sources have hinted and by all indications the rest of the continent could be heading back to that football crazy nation next year.	Orilè-ede Egypt, ilu Pyramids ni o see se pe yoo kopa fun idije Africa Cup of Nations lódun 2019, awon agbabóòlu CAF ti salaye pe, gbogbo awon orilè-ede òhun yoo pada si orilè-ede òhun lódun to n bò.
"Dan Manjang, the commissioner for information and communication of Plateau state, congratulated broadcasters everywhere for ""all the sacrifice, resources and time"" put into keeping citizens informed and entertained:"	"Dan Manjang, to jé asoju fun iwifun ati òrò nipa ijoba ipinlè Plateau, dupé lówó awon akòroyin nibi gbogbo fun ""gbogbo ohun ti wón nilo, awon ohun amulo ati akoko"" ti wón fi n boju to awon omo ilu"
So that is food, that's masks, that's a curated resource list and public health campaigns.	Eyi ni ounje, awose, awon ohun amulo ati awon isé ilera gbangba.
To try to avoid it is, in my opinion, impossible.	Ki n gbiyanju lati da a silè o see se.
Here was her son now smiling at her and responding normally to questions and discussions.	Omo rè n dun bayii, o si n dahun awon ibeere ati òrò.
It teaches us about what's harmful and what's wrong.	O kó wa nipa ohun to se pataki ati ohun to se pataki.
Dr Ehanire, now appealed health workers to follow the line of programmes to protect themselves always so that they will not be infected by COVID -19 or endanger themselves.	Dokita Ehanire wa pe awon osisé ile-iwosan lati tèsiwaju ninu awon eto ilera ki wón le daabo bo ara won ki arun COVID -19 maa ba ara won lara tabi ki wón le daabo bo ara won.
FC Barcelona captain Lionel Messi will be out of action for three weeks after he fractured his right arm during Saturday's 4-2 La Liga win over Sevilla, a club statement said.	Akónimòógba agba ikò agbabóòlu FC Barcelona, Lionel Messi yoo kuro ninu ifigagbaga òhun fun òsè méta léyin ti o fagba han ikò agbabóòlu Sevilla ninu ami-ayo mérin soodo (4-2 La Liga), o so pe,
 (Applause and cheers) 	(A dupé ati a dupé)
Meanwhile from Italy, where over 631 people have died from the infection and more than 10,000 are affected, this user tweeted:	Ni bayii lati orilè-ede Itali, nibi ti o le ni egbèrun métalelógórin (631) eeyan ti ku ninu isèlè naa, ti o si le ni egbèrun lóna ogórun-un mésan-an (10,000) eeyan ti isèlè naa n
The DCMA recognizes that music empowers and unites people across cultures - and it also employs talented youth living in a struggling economy with limited job opportunities.	Ajo to n ri si i pe orin n mu ki awon eeyan lagbara, o si n mu ki awon òdó to lówó ninu idagbasoke orò aje, ti won o si ni anfaani lati sisé.
"Zanzibar's Amina Omar Juma, a former DCMA student and current DCMA teacher, recently returned from a tour in South Africa with her critically acclaimed, ""Siti and the Band,"" known for ""fusing the roots"" by blending traditional taarab sounds with contemporary, layered rhythms."	Amina Omar Juma, òkan lara awon akékòó ajo DCMA télèri ati òkan lara awon olukó ajo DCMA to n sisé lorilè-ede South Africa, lénu aipé yii, o gbe òrò rè jade lorilè-ede South Africa pèlu
--- COVID-19 Lockdown: FCTA releases new guidelines on cessation of movement	--- Idagbasoke COVID-19: FCTA mu awon ilana tuntun lori ibasepò awon eniyan.
The Economic Development Forum was signed in August 2018 by President Muhammadu Buhari and Prime Minister Theresa May in London as a platform to foster economic and development ties between Nigeria and the United Kingdom.	Aare orilè ede Naijiria Muhammadu Buhari ati ijoba Theresa May niluu London gégé bi eto lati mu idagbasoke lorilè ede Naijiria ati orilè ede United Kingdom.
In his condolence message to president Muhammad Buhari, the state assistant senior secretary in charge of Africa, Tibor Nagy, was commending the brave life lived by late Kyari most especially through which America refund a sum of three hundred million dollars that late Sani Abacha looted to America back to Nigeria.	Ninu òrò ti aare Muhammad Buhari so fun aare orilè ede Naijiria, Tibor Nagy, ti o jé òkan lara awon akòwe ijoba to n boju to ijoba apapò lorilè ede Naijiria, o gbosuba fun igbe aye igboya ti
Leah Morse, who took the picture of how the man was landing said he took note that something was wrong with the airline on air before landing close to his house with loud noise.	Leah Morse, to wo aworan bi okunrin naa se n lo so pe oun ri i pe nnkan kan o selè pèlu okò ofurufu lori okò ofuurufu ki wón to de ilu rè pèlu orin.
He said the government was responding to the irresponsible use of the Social Media to promote fake news and hate speech by some unscrupulous individuals.	O ni ijoba n tè le ijoba ti n lo èro-alatagba lori èro-alatagba lati gbe iroyin ati òrò òdaran lori èro-alatagba.
I can't say for sure what it is now because if I announce it, I may be cheating humanity.	Mi o le so ohun to wa ni bayii nitori bi mo ba so ó, a le gbe awon eeyan lówó.
President Muhammadu Buhari is in New York, to attend the 74th session of the United Nations General Assembly UNGA.	Aare orilè ede Naijiria Muhammadu Buhari wa niluu New York lati wa sibi ipade kejilelogoji òhun, UNGA.
When I say enough, that's two weeks worth.	Bi mo ba so to, òsè meji niyi.
The Kano state COVID-19 Fundraising Committee headed by Prof. Muhammad Yahuza Bello recently said the committee has received about 15 types of food items and equally raised close to N400 million naira.	Igbimò To N Seto Iranwó Nigba Ajalu ni ipinlè Kano, Ògbéni Muhammad Yahuza Bello so pe igbimò naa ti gba nnkan bi ogórun-un marun-un (15) ounje ati awon nnkan bi ogórun-un marun-un (N400 million naira).
"With just two days"" notice, the free concert took place at Emancipation Park in Kingston, the capital city - a location that jarred some commentators because of controversial comments West had made about slavery during a media interview in May 2018."	Pèlu ifitonileti ojó meji, o waye ni Emancipation Park to jé olu ilu Kingston, to jé olu ilu Kingston, iyen olu ilu to jé olu ilu Kingston, nibi ti awon akòroyin kan sòrò nipa bi wón se n sisé ologun
Mr Ali said reports reaching the Headquarters from the Commands indicate that, Customs operatives have been rising to the challenge of their professional calling by keeping the Seaports functional.	Ògbéni Ali ni iroyin ti wón gbe jade si orilè ede Naijiria fi han pe, awon osisé ajo òhun ti n koju awon ti o n boju to eto oju omi lorilè ede Naijiria.
These may be something that the user knows (like a password or PIN), something that the user possesses (like a hardware token or mobile phone), or something that is attached to or inseparable from the user (like their fingerprints).	Awon wònyi le jé ohun ti olusamulo mò (bi òrò-asina tabi PIN), ohun ti olusamulo ni (bi òrò-ayarabiasa tabi èro-ibanisòrò-ayarabiasa-sisé), tabi ohun ti olusamulo ni (gégé bi òrò-ayara
So it's still very important to keep your computer and other devices clean of malware when using a password manager.	Nitori naa, o se pataki lati jé ki èro-ayarabiasa re ati awon èro mii boju to aabo nigba ti o ba n lo akosilè òrò-ifiwole.
In a bid to curtail the spread of the deadly Coronavirus, the Nigerian President, Muhammadu Buhari has directed the immediate closure of Nigeria's International Airports and Land Borders for four weeks.	Nigba ti aare orilè ede Naijiria, Muhammadu Buhari ti n gbiyanju lati gbogun ti arun COVID-19 to n selè lorilè ede Naijiria ati lorilè ede Naijiria fun òsè mérin.
Nigerian Christians love Trump.	Awon Kristeni ni Naijiria nifèé Trump.
The involvement of the association would enhance the effectiveness of the disbursement to genuine miners across the country.	Ipa ti ajo naa n se yii maa mu ki idagbasoke awon olugbe orilè-ede naa tubò tubò pò si i lorilè-ede naa.
A new study by Chris Murray at Harvard shows that if you look at the databases that were kept by the Brits in India, there was a 31-fold greater death rate among the Indians.	Iwadii tuntun ti Chris Murray n se ni Harvard fi han pe bi o ba wo awon akosilè-ayarabiasa ti awon omo ilè Gèési n gbe ni India, iye awon omo ilè lókunrin ati lobinrin ni iye awon omo ilè India pò ju
Even though the host's eyes are tiny, and the guest's eyes are huge, it is the host who holds sway over the guest.	Bo tiè jé pe oju alaboojuto kekere, oju alaboojuto tobi, alaboojuto ni n gbe oju alaboojuto.
"""I-was-in-my-home"" is never the guilty party in a dispute."	"""Mo wa ni ile mi"" ki i se ejó."
The rest of Europe is looking without doing much.	Awon to n gbe ni ilè Yuroopu n wo ohun to pò ju.
"In his response, Akande said: ""Good morning Sirs and Ma: I have been inundated with calls on whether indeed the VP had undergone a COVID-19 test and the outcome."	"Ninu òrò ti Akande so, Akande so pe: ""Aaarò òhun, aare ati Ma: Mo ti n ba awon eeyan sòrò lori boya VP ti sewadii nipa arun COVID-19 ati ohun to selè si i."
But nobody believes it will actually be particularly effective if we have a real outbreak.	Sugbón ko si eni ti o gbó pe o maa sisé pataki bi a ba ni arun to lagbara.
So, she left for the village with a feeling of relief.	Nitori naa, o fi ilu naa silè pèlu èmi iranlówó.
It had become familiar to her now.	O ti mò ó bayii.
They agreed on the imperative for concerted collective action to combat effectively, all threats to the sustainable development of the two countries and the African continent.	Wón gbiyanju lati se gbogbo ohun ti yoo mu ki idagbasoke awon orilè ede mejeeji ati ilè Adulawò tèsiwaju.
Because everybody knows that this time is different.	Nitori gbogbo eniyan mò pe akoko yii yònda.
26. In Kano, and indeed many other States that are recording new cases, preliminary findings show that such cases are mostly from interstate travel and emerging community transmission.	Ninu ipinlè Kano, ati òpò awon orilè-ede mii ti wón ti n sisé lori awon òrò tuntun yii, awon iwadii ti wón kókó se fi han pe awon òrò yii n wa lati okò oju irin ati awon ò
While the number of people with COVID-19 steadily increases in the Balkans, a few Christian churches have refused to change liturgical practices that can contribute to the spread of the coronavirus.	Bi o tilè jé pe iye awon eeyan ti arun COVID-19 n pò si i lorilè-ede Balkan, sibè awon sóòsi kan kò lati yònda ara won lati se awon ohun to le mu ki arun naa pò si i.
Many of the footballers commend the acting coaching for Manchester Unuted, Ole Gunnar Solskjaer for his hard work and the part played since he has substituted the former coach of the football club Jose Mourinho.	Òpò ninu awon agbabóòlu lókunrin ati lobinrin gboriyin fun ikò agbabóòlu Manchester United, Ole Gunnar Solskjaer fun isé takuntakun ti o n se lati igba ti o ti yan akónimòógba agba ikò agbabóòlu Jose Mourinho
So it's incredibly frustrating knowing that right now, law could do very little to help her.	Nitori naa, o dun wa gan-an lati mò pe ni bayii, ofin le se diè lati ran an lówó.
"Alarms were raised when the official website of the Prespa-Pelagonia Diocese published a translated article by Russian website Pravoslavie.ru (meaning ""Orthodox Christianity"") claiming it's ""impossible for believers to be infected during church rituals."""	"Iji naa waye nigba ti ile-isé Prespa-Pelagonia Diocese gbe iwe kan ti wón n pe ni Pravoslavie.ru (ti o tumò si ""Kristeni Olórun"") ti o tun jé ""Kristeni Orthodox"") ti o so pe ""o se e se fun awon onigbagb"
The novice does not know that a good-looking person does not wear a masquerade; all his perfectly white teeth are concealed beneath the cloth.	Òjògbón o mo wi pe oniwòran ki i wo eranko; gbogbo èyin rè ni wón fi gbe sinu aso.
Whatever one names as the head, one does not tread the floor with it.	Ohun ti a ba so ori, a ki i fi i gbe.
Nigerians in the diaspora have been urged to advocate for the implementation of a law to allow for diaspora voting.	Awon omo orilè ede Naijiria ti ro awon omo orilè ede Naijiria lati sòrò fun eto ti yoo mu ki awon omo orilè ede Naijiria sisé ologun.
Chief Ògúntósìn believes that this alphabet was used by Odùduwà, the father of the Yorùbá people, in ancient times - but was lost.	Òga agba Oguntosin ni igbagbó pe Oduduwa, baba awon eeyan Yoruba lo lo èda yii - sugbón o padanu.
I had a team of architects and engineers, but let me first explain how it works.	Mo ni egbé awon onimò-ayarabiasa ati onimò-èro, sugbón ki n kókó salaye bi o se n sisé.
These facts, revealed in a recent book by Boston University economist James Bessen, raise an intriguing question: what are all those tellers doing, and why hasn't automation eliminated their employment by now?	Awon òrò yii wa ninu iwe kan ti onimò-èkó Boston University, James Bessen so jade lénu isèlè yii, o si ni ibeere to n dun wa gan-an: Ki ni gbogbo awon onimò-èkó wònyi n se, ati idi ti won o fi
So also, eleven more people were brutally injured at the recreation center around Jacksonville on Sunday.	Bakan naa, awon eeyan méwaa lo fara pa ninu awon ibi to n gbe ni Jacksonville lójó Aiku (Sunday).
It is a blasphemy to believe that the virus can be transmitted by receiving Holy Communion.	Ootó ni lati gbó pe èjè naa le ran arun naa lówó nipa gbigba Ipamó Mimó.
"""How then has my friend ill-treated you Labake?"	"""Nigba naa, bawo ni òré mi se n fiya je Labake?"
Nwanze's position that Christians in southern Nigeria must have formed the core of the sample size for the Pew Research results are not unfounded.	Nwanze so pe awon Kristeni to wa ni apa guusu orilè-ede Naijiria o ye ki wón jé òkan lara awon to n sewadii nipa èka iwadii Pew.
Fashola, who was accompanied by key officials of his ministry, noted that road maintenance especially during the rainy season, required the collective responsibility of everyone.	Fashola, to jé òkan lara awon alase isé iwaasu rè sòrò nipa òna oju òna paapaa lasiko ojo, o ni ojuse gbogbo eniyan.
--- Official: Ronaldo joins Juventus in 105mn pounds deal	--- Agbabóòlu: Ronaldo dara pò mó Juventus ninu ifigagbaga òhun.
"I said, ""Yeah, Rosie."	"Mo ni, ""Béè ni, Rosie."
How do you counter that?	Bawo ni o se n dahun iyen?
Mr. Adegunwa said that Rit foods has spent something around Thirty million naira (N30 million) on the foods and drinks provided for the athletes , that which he said they ese as a support for the development of sport in Nigeria and Africa as a whole.	Ògbéni Adegunwa so pe, ounje orilè ede yii ti lo nnkan bi egbèrun lóna ogórun-un miliònu naira (N30 million naira) lori ounje ati ounje ti o fun awon ololufé ere idaraya lorilè ede Naiji
"""I am so pleased to have joined City, a side playing great football under Pep Guardiola,."	Inu mi dun pupò lati dara pò mó ikò agbabóòlu City, ti o n kopa ninu ifesèwonsè olórèéjòré pèlu ikò agbabóòlu Super Eagles.
Iwacu has long been an independent voice that criticizes politicized violence - it is one of the last independent media outlets following the 2015 crackdown.	Iwacu ti jé òkan lara awon oniroyin ti o n sòrò nipa iwa ibajé oselu - o jé òkan lara awon oniroyin ti o sòrò nipa iwa ibajé oselu lódun 2015, o si jé òkan lara 
President Donald Trump returns to the White House in Washington on August 19, 2018.	Aare Donald Trump pada si ile igbimò asofin ni Washington ni August 19, 2018.
That conversation is broken.	Òrò yii ba òrò yii jé.
You and your habits are not to blame.	O ati ohun ti o n se ki i se ejó.
#NAME?	#name?
"""Yes, You want a divorce?"	"""Béè ni, o fé fèyinti?"
You stage-managed the probe Mr. Personnel Manager - secretly nosing round members of the panel, intimidating them with threats.	O sisé iwadii òhun Ògbéni Òga agba ile-isé - o n gbe awon òkan lara awon to wa ninu igbimò naa lówó, o n gbe awon eeyan lówó, o si n gbe awon eeyan
4. The health systems and economies of many nations continue to struggle as a result of the coronavirus pandemic.	4. Ilera ati eto orò aje òpò orilè-ede n koju nitori arun COVID-19.
During the SARS epidemic in Beijing quarantine did seem to help.	Nigba ti arun SARS selè ni ilu Beijing, o dabi pe o ransé.
It's really a huge challenge.	Isoro nla niyen.
store several passwords (and responses to security questions) safely.	se òpòlopò òrò-ifiwole (ati idahun si awon ibeere aabo) ni aabo.
Ronaldo leaves the Spanish capital having become the top scorer in the history of Real Madrid with 451 goals in 438 games.	Ronaldo fi orilè-ede Spain silè, o si di eni ti o gba ami-ayo marundinlógórin (445) ninu awon ifesèwonsè mérinlelógórin (438).
We've seen falsehoods spread on WhatsApp and other online message services lead to violence against ethnic minorities.	A ti ri i pe òrò eke lori èro ayelujara ati awon isé itakuròso lori ayelujara n fa iwa ibajé si awon eeyan.
